,date,open,close,high,low,volume,code
109,2016-05-16,2068.92,2082.62,2082.86,2064.68,13579244.0,sz50
110,2016-05-17,2081.57,2075.47,2083.85,2069.27,14850963.0,sz50
111,2016-05-18,2067.72,2078.76,2081.85,2053.72,23037112.0,sz50
112,2016-05-19,2072.37,2073.8,2083.13,2069.9,14050006.0,sz50
113,2016-05-20,2067.46,2083.12,2083.51,2064.44,13890172.0,sz50
114,2016-05-23,2082.97,2082.41,2095.17,2077.94,14479211.0,sz50
115,2016-05-24,2080.01,2066.64,2080.07,2062.5,13104443.0,sz50
116,2016-05-25,2079.48,2071.91,2084.13,2068.68,11284997.0,sz50
117,2016-05-26,2070.24,2076.14,2083.06,2062.17,13126512.0,sz50
118,2016-05-27,2075.21,2074.92,2080.49,2069.52,10577492.0,sz50
119,2016-05-30,2076.93,2092.16,2093.77,2065.64,17714385.0,sz50
120,2016-05-31,2092.22,2155.66,2158.12,2092.22,40651742.0,sz50
121,2016-06-01,2155.5,2138.96,2158.72,2138.56,25473324.0,sz50
122,2016-06-02,2138.21,2137.65,2144.32,2129.94,16356666.0,sz50
123,2016-06-03,2146.56,2152.64,2157.07,2135.53,20526152.0,sz50
124,2016-06-06,2148.96,2136.32,2151.06,2131.92,13658837.0,sz50
125,2016-06-07,2141.65,2139.07,2145.71,2134.61,14068491.0,sz50
126,2016-06-08,2137.18,2132.96,2138.85,2124.84,16405791.0,sz50
127,2016-06-13,2113.91,2084.3,2122.46,2083.29,21028771.0,sz50
128,2016-06-14,2080.9,2095.02,2098.06,2079.4,15354924.0,sz50
129,2016-06-15,2073.47,2106.63,2115.38,2073.1,19549925.0,sz50
130,2016-06-16,2095.36,2094.81,2105.25,2091.49,17968861.0,sz50
131,2016-06-17,2093.69,2102.2,2115.42,2093.69,17846082.0,sz50
132,2016-06-20,2109.57,2104.22,2110.89,2092.83,12091160.0,sz50
133,2016-06-21,2108.87,2104.56,2130.9,2100.06,17699905.0,sz50
134,2016-06-22,2101.05,2115.77,2116.3,2098.63,13548733.0,sz50
135,2016-06-23,2114.77,2105.53,2114.77,2098.36,15282345.0,sz50
136,2016-06-24,2100.0,2076.3,2112.61,2052.98,22607830.0,sz50
137,2016-06-27,2070.94,2095.89,2096.2,2070.82,16488467.0,sz50
138,2016-06-28,2089.35,2102.05,2104.48,2084.18,17588206.0,sz50
139,2016-06-29,2105.76,2122.97,2124.29,2104.23,29455726.0,sz50
140,2016-06-30,2123.87,2122.63,2130.98,2120.41,20354517.0,sz50
141,2016-07-01,2124.4,2127.09,2133.35,2122.86,16132804.0,sz50
142,2016-07-04,2121.9,2163.29,2169.62,2120.49,30862031.0,sz50
143,2016-07-05,2162.09,2168.85,2174.42,2159.9,32307728.0,sz50
144,2016-07-06,2161.58,2167.1,2169.46,2149.04,24538449.0,sz50
145,2016-07-07,2161.36,2166.88,2173.7,2153.77,26977710.0,sz50
146,2016-07-08,2156.38,2148.76,2158.77,2147.14,19358789.0,sz50
147,2016-07-11,2152.74,2155.72,2175.24,2150.37,28609245.0,sz50
148,2016-07-12,2156.63,2200.35,2201.63,2156.59,40253733.0,sz50
149,2016-07-13,2195.98,2197.79,2222.25,2191.59,43279797.0,sz50
150,2016-07-14,2195.34,2195.23,2199.84,2184.49,24152543.0,sz50
151,2016-07-15,2196.95,2192.39,2200.88,2186.36,21585227.0,sz50
152,2016-07-18,2190.47,2187.98,2205.8,2184.05,29527180.0,sz50
153,2016-07-19,2188.8,2175.4,2193.57,2163.31,21809135.0,sz50
154,2016-07-20,2173.55,2167.12,2178.0,2163.11,14561926.0,sz50
155,2016-07-21,2168.48,2177.78,2185.62,2168.48,18046754.0,sz50
156,2016-07-22,2175.98,2157.23,2177.44,2154.36,18389190.0,sz50
157,2016-07-25,2155.32,2159.55,2167.51,2152.09,14528144.0,sz50
158,2016-07-26,2156.81,2182.5,2183.06,2156.77,18406051.0,sz50
159,2016-07-27,2182.72,2173.97,2186.08,2125.27,37934806.0,sz50
160,2016-07-28,2160.16,2163.81,2173.08,2153.89,25875423.0,sz50
161,2016-07-29,2163.64,2155.24,2166.85,2151.93,18714730.0,sz50
162,2016-08-01,2151.54,2147.56,2155.79,2136.11,20155396.0,sz50
163,2016-08-02,2145.82,2148.45,2151.29,2138.19,12592111.0,sz50
164,2016-08-03,2140.15,2145.79,2149.9,2136.6,15306893.0,sz50
165,2016-08-04,2145.66,2143.84,2146.6,2130.17,14955663.0,sz50
166,2016-08-05,2142.33,2148.68,2159.14,2137.31,16164434.0,sz50
167,2016-08-08,2147.7,2159.67,2159.95,2137.52,16775740.0,sz50
168,2016-08-09,2159.31,2175.34,2176.7,2157.76,22824745.0,sz50
169,2016-08-10,2175.13,2170.1,2179.61,2169.13,17391019.0,sz50
170,2016-08-11,2168.13,2177.06,2205.88,2168.13,26585166.0,sz50
171,2016-08-12,2177.8,2222.49,2222.69,2175.85,34430012.0,sz50
172,2016-08-15,2227.08,2287.66,2310.28,2225.62,63745308.0,sz50
173,2016-08-16,2293.81,2257.7,2302.33,2253.41,61249434.0,sz50
174,2016-08-17,2260.93,2253.74,2270.37,2241.94,30848866.0,sz50
175,2016-08-18,2253.12,2244.72,2274.45,2235.05,33880448.0,sz50
176,2016-08-19,2241.67,2249.34,2254.49,2230.33,28900693.0,sz50
177,2016-08-22,2249.08,2237.13,2253.59,2235.01,26193060.0,sz50
178,2016-08-23,2235.39,2241.95,2256.33,2232.44,23023903.0,sz50
179,2016-08-24,2242.91,2232.21,2244.88,2227.56,18121787.0,sz50
180,2016-08-25,2224.51,2222.15,2226.0,2205.01,21819104.0,sz50
181,2016-08-26,2223.31,2219.31,2232.29,2215.62,16430965.0,sz50
182,2016-08-29,2219.02,2214.26,2220.13,2205.12,19852012.0,sz50
183,2016-08-30,2215.84,2224.06,2229.83,2215.69,19846692.0,sz50
184,2016-08-31,2222.02,2232.71,2237.66,2218.65,16955552.0,sz50
185,2016-09-01,2230.36,2220.4,2235.65,2219.25,19028224.0,sz50
186,2016-09-02,2216.29,2229.89,2231.46,2215.64,20406023.0,sz50
187,2016-09-05,2230.41,2228.72,2240.49,2224.93,17813452.0,sz50
188,2016-09-06,2227.44,2232.45,2241.52,2217.48,21254771.0,sz50
189,2016-09-07,2233.03,2236.55,2246.37,2230.58,22097671.0,sz50
190,2016-09-08,2234.95,2236.63,2239.17,2230.82,14171157.0,sz50
191,2016-09-09,2236.39,2229.31,2241.61,2228.66,17411513.0,sz50
192,2016-09-12,2201.68,2199.98,2202.9,2175.33,34546891.0,sz50
193,2016-09-13,2197.38,2193.19,2199.24,2185.82,14968924.0,sz50
194,2016-09-14,2184.11,2176.52,2187.95,2172.4,18169657.0,sz50
195,2016-09-19,2178.76,2189.46,2191.22,2178.76,14135665.0,sz50
196,2016-09-20,2190.1,2184.21,2190.72,2181.02,11022894.0,sz50
197,2016-09-21,2184.42,2187.15,2191.81,2180.5,12446509.0,sz50
198,2016-09-22,2195.25,2200.7,2210.79,2192.49,15398043.0,sz50
199,2016-09-23,2202.7,2196.29,2203.66,2195.08,11727636.0,sz50
200,2016-09-26,2190.39,2167.26,2190.39,2166.82,16948209.0,sz50
201,2016-09-27,2163.38,2176.45,2176.77,2162.44,12592539.0,sz50
202,2016-09-28,2177.41,2166.72,2177.41,2165.33,9288432.0,sz50
203,2016-09-29,2170.99,2175.37,2183.17,2170.84,11879464.0,sz50
204,2016-09-30,2171.94,2177.35,2182.61,2171.49,9219305.0,sz50
205,2016-10-10,2187.65,2202.87,2204.33,2185.47,19300202.0,sz50
206,2016-10-11,2205.35,2209.23,2212.43,2202.12,21169384.0,sz50
207,2016-10-12,2205.44,2201.0,2205.44,2196.85,15478837.0,sz50
